title;artist;track01;track02;track03;track10;track11;duplicata
0.7199999690055847;1.0;0.22727274894714355;0.17073172330856326;0.20930230617523196;0.17073172330856326;0.24390244483947754;0.0
1.0;1.0;1.0;1.0;1.0;1.0;0.7142857313156128;1.0
0.7214285731315613;1.0;0.25641024112701416;0.1538461446762085;0.12903225421905518;0.18918919563293454;0.19999998807907104;0.0
0.875;1.0;0.25;0.3333333134651184;0.2142857313156128;0.12244898080825806;0.1111111044883728;0.0
0.9714285731315612;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0.8041666746139526;1.0;0.09090906381607056;0.17500001192092896;0.07407408952713013;0.06896549463272095;0.1111111044883728;0.0
0.6979166865348816;1.0;0.4310345053672791;0.3448275923728943;0.3333333134651184;0.32258063554763794;0.03921568393707275;0.0
1.0;1.0;0.9444444179534912;1.0;0.8999999761581421;0.9375;0.8666666746139526;1.0
0.9111111164093018;1.0;1.0;1.0;0.9285714030265808;1.0;0.6000000238418579;1.0
1.0;0.0;0.7777777910232544;0.875;0.8333333134651184;0.6000000238418579;0.7222222089767456;0.0
1.0;1.0;1.0;1.0;0.9411764740943908;1.0;0.8000000119209291;1.0
0.6033333539962769;1.0;0.2692307829856873;0.16949152946472168;0.23076921701431274;0.25806450843811035;0.11627906560897827;0.0
0.9333333373069764;1.0;0.9142857193946838;0.75;0.9166666865348816;0.8571428656578064;0.91304349899292;1.0
1.0;1.0;0.307692289352417;0.25;0.3809523582458496;0.25;0.19999998807907104;1.0
0.8666666746139526;1.0;1.0;0.8666666746139526;0.875;1.0;0.9411764740943908;1.0
1.0;0.4444444477558136;1.0;1.0;0.8591549396514893;0.15625;0.2068965435028076;0.0
0.4962963461875916;1.0;0.8000000119209291;0.8571428656578064;0.8333333134651184;0.7619047760963441;0.8000000119209291;1.0
0.7124999761581421;1.0;0.23076921701431274;0.20454543828964236;0.125;0.1818181872367859;0.19999998807907104;0.0
0.18611110746860504;1.0;1.0;1.0;0.3333333134651184;0.1111111044883728;0.238095223903656;0.0
1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0
0.9542856812477112;1.0;0.25;0.1538461446762085;0.2333333492279053;0.3636363744735718;0.1904761791229248;0.0
1.0;1.0;0.4814814925193786;0.21739131212234494;0.125;0.09090906381607056;0.14814811944961548;1.0
0.8000000119209291;1.0;0.25925928354263306;0.22857141494750974;0.2142857313156128;0.25806450843811035;0.15625;0.0
0.975000023841858;1.0;0.75;0.8888888955116272;0.3333333134651184;0.8333333134651184;0.8125;1.0
0.8571428656578064;1.0;0.9302325248718262;0.911764681339264;1.0;0.9361702203750609;1.0;1.0
0.9166666269302368;1.0;1.0;1.0;1.0;0.05263155698776245;1.0;1.0
0.6000000238418579;0.9444444179534912;0.38235294818878174;0.022727251052856445;0.3030303120613098;0.3965517282485962;0.1470588445663452;0.0
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0.8074285387992859;1.0;0.8000000119209291;0.8421052694320679;1.0;1.0;0.875;1.0
1.0;1.0;0.2325581312179565;0.292682945728302;0.25581395626068115;0.17500001192092896;0.32692307233810425;0.0
1.0;1.0;1.0;0.8333333134651184;1.0;1.0;0.9354838728904724;1.0
0.9333333373069764;1.0;0.9428571462631226;1.0;0.9166666865348816;0.9523809552192688;0.91304349899292;1.0
1.0;0.0;0.9090908765792848;0.8181818127632141;0.699999988079071;0.625;0.3333333134651184;0.0
1.0;1.0;1.0;1.0;0.9411764740943908;1.0;1.0;1.0
1.0;1.0;1.0;0.9333333373069764;1.0;1.0;1.0;1.0
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
1.0;0.0;0.6666666269302368;0.8666666746139526;0.4117646813392639;0.6470588445663452;0.5714285373687744;0.0
1.0;0.5555555820465088;1.0;0.9285714030265808;1.0;0.22033900022506714;1.0;0.0
0.6142857670783997;1.0;0.2083333134651184;0.1702127456665039;0.21568626165390012;0.27272725105285645;0.3333333134651184;0.0
1.0;1.0;1.0;0.9285714030265808;0.9166666865348816;0.8571428656578064;0.9333333373069764;1.0
1.0;1.0;0.6296296119689941;0.6969696879386902;0.6071428656578064;0.615384578704834;0.192307710647583;1.0
0.7333333492279053;1.0;0.2333333492279053;0.16129034757614136;0.15686273574829102;0.19999998807907104;0.2413793206214905;0.0
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
1.0;1.0;0.260869562625885;0.17391306161880493;0.14754098653793335;0.18571430444717407;0.14754098653793335;0.0
1.0;1.0;0.875;0.7777777910232544;0.8285714387893677;0.9166666865348816;0.8260869383811951;1.0
0.8666666746139526;1.0;0.699999988079071;0.6666666269302368;0.7647058963775635;0.6666666269302368;0.75;1.0
0.8545454740524292;1.0;1.0;0.8846153616905212;1.0;0.7727272510528564;1.0;1.0
